Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,AQI,heat_stroke,hypothermia,migraine,allergies,dehydration,skin_disease,sunburn_risk,respiratory_infection,joint_pain,stroke_risk,vertigo_risk,asthma,low_bp,cardiac_arrest,back_pain,paralysis_risk,pressure_problem,cluster,safe_or_unsafe,safe_or_unsafe_binary
7470,29th week,Madhya Pradesh,Dindori,Malaria,159,0.0,15,7,2011,22.90736865,80.8851143,0.406874965,8.0,305.48,66,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7471,29th week,Maharashtra,Raigad,Cholera,67,0.0,11,7,2011,18.4928092,73.13807095,1.642483647,,294.96,66,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7472,29th week,Punjab,Ludhiana,Cholera,7,0.0,23,7,2011,30.9090157,75.851601,0.0841842583,12.0,304.45,295,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7473,29th week,Punjab,Kapurthala,Acute Diarrhoeal Disease,121,0.0,22,7,2011,31.38524095,75.30552274,0.1477764457,10.0,301.24,139,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7474,29th week,Uttarakhand,Tehri,Acute Diarrhoeal Disease,8,0.0,23,7,2011,30.40260205,78.38835789,0.7451201882,10.0,297.27,190,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7475,29th week,West Bengal,24 North Parganas,Acute Diarrhoeal Disease,76,0.0,13,7,2011,22.5998923,88.40887363,0.4891034868,5.0,301.11333340000004,194,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7476,29th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,13,1.0,23,7,2011,24.1745993,88.2721335,1.323108293,7.0,287.72,215,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7477,29th week,Bihar,Gaya,Acute Diarrhoeal Disease,10,0.0,28,6,2011,24.7964355,85.0079563,0.6186381679,5.0,310.6,130,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7478,29th week,Maharashtra,Thane,Dengue,32,0.0,6,7,2011,19.1943294,72.9701779,0.3124026777,8.0,299.08,289,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7479,29th week,Maharashtra,Thane,Dengue,11,0.0,4,7,2011,19.1943294,72.9701779,0.4675601562,,300.62,127,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7480,29th week,Assam,Jorhat,Acute Encephalitis Syndrome,5,2.0,29,6,2011,26.7577925,94.2079645,1.440916452,7.0,295.54,222,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7481,29th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5,1.0,7,7,2011,27.4668315,94.51786509,0.9987289011,7.0,283.27,55,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,safe,1
7482,29th week,Bihar,Munger,Malaria,100,0.0,10,7,2011,25.22081165,86.51720367,0.5201114038,8.0,302.40000000000003,212,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7483,29th week,Haryana,Gurgaon,Dengue,3,1.0,17,7,2011,28.42826235,77.00270015,0.4909773682,7.0,307.66,159,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7484,29th week,Jharkhand,East Singhbhum,Chikungunya,1014,0.0,15,7,2011,22.8092139,86.2091549,0.4403591812,6.0,305.40000000000003,63,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7485,29th week,Tamil Nadu,Salem,Chikungunya,58,0.0,12,7,2011,11.0600516,77.0679581,0.3025321207,,307.3466666,288,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7486,29th week,West Bengal,Bankura,Dengue,12,0.0,1,7,2011,23.13195425,87.2073972,1.000746546,5.0,,121,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7487,29th week,West Bengal,Malda,Malaria,236,0.0,3,7,2011,25.0057449,88.1398483,1.795823537,,300.38,238,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7488,30th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,21,0.0,30,7,2011,15.8309251,78.0425373,0.9857051618,4.0,303.18,192,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7489,30th week,Bihar,Gaya,Acute Diarrhoeal Disease,24,0.0,22,7,2011,24.7964355,85.0079563,1.014264877,10.0,,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7490,30th week,Bihar,Gaya,Acute Diarrhoeal Disease,18,0.0,18,7,2011,24.7964355,85.0079563,0.2586561295,8.0,,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7491,30th week,Bihar,Katihar,Acute Diarrhoeal Disease,19,1.0,26,7,2011,25.5591001,87.64745596,0.4385494543,8.0,302.41,62,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7492,30th week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12,0.0,27,7,2011,16.1853166,75.6967919,0.451196074,,306.12,290,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7493,30th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,16,1.0,23,7,2011,14.2266443,76.4005122,0.2982476916,6.0,,208,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7494,30th week,Karnataka,Hassan,Acute Diarrhoeal Disease,73,0.0,25,7,2011,13.0070817,76.0992703,0.3536393273,8.0,,294,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7495,30th week,Karnataka,Tumkur,Chikungunya,15,0.0,27,7,2011,13.3400771,77.1006208,0.3013353432,,305.86,297,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7496,30th week,Karnataka,Udupi,Malaria,130,0.0,25,7,2011,13.3419169,74.7473232,3.118854669,4.0,,212,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7497,30th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,5,1.0,28,7,2011,24.6185442,77.8788306,1.688110326,,304.8,109,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7498,30th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,11,0.0,28,7,2011,24.85577805,79.04706347,0.8407158519,,304.2,55,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7499,30th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,46,0.0,25,7,2011,24.85577805,79.04706347,2.054977261,9.0,,246,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7500,30th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,59,1.0,26,7,2011,23.5225788,77.8148001,2.978363922,9.0,,263,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7501,30th week,Maharashtra,Akola,Malaria,41,0.0,27,7,2011,20.76181225,77.19211567,0.5208832049,,309.8,107,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7502,30th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,29,0.0,29,7,2011,19.91883295,75.87085986,0.2865051658,3.0,302.49,98,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7503,30th week,Maharashtra,Pune,Cholera,46,0.0,22,7,2011,18.521428,73.8544541,1.405453239,3.0,,200,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7504,30th week,Odisha,Bolangir,Acute Diarrhoeal Disease,25,0.0,25,7,2011,20.7502257,83.2499464,0.7702000131,10.0,302.06,266,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7505,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,12,0.0,25,7,2011,19.4129711,85.04710406,,9.0,304.05,211,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7506,30th week,Tamil Nadu,Erode,Chikungunya,25,0.0,25,7,2011,11.3692044,77.67662687,0.3980800576,4.0,309.42,75,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7507,30th week,Uttarakhand,Champawat,Acute Encephalitis Syndrome,1,1.0,20,7,2011,29.23631315,80.10172077,2.027111,,299.90000000000003,96,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7508,30th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,22,0.0,27,7,2011,23.2495714,87.8681751,0.3423232318,,301.44,54,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7509,30th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,20,0.0,24,7,2011,23.2495714,87.8681751,0.9774922627,6.0,299.62,267,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7510,30th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,14,1.0,23,7,2011,24.1745993,88.2721335,1.323108293,7.0,287.72,69,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7511,30th week,Gujarat,Navsari,Acute Diarrhoeal Disease,19,0.0,11,7,2011,20.952407,72.9323831,1.454790023,,,183,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7512,30th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,101,0.0,11,7,2011,18.4928092,73.13807095,1.642483647,,294.96,247,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7513,30th week,West Bengal,North 24 Parganas,Cholera,78,0.0,13,7,2011,22.642931,88.8930579,0.5312132695,9.0,299.40000000000003,108,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7514,30th week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,152,55.0,14,6,2011,26.1486581,85.34001282,0.2191638826,8.0,303.74,241,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7515,30th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,14,0.0,25,7,2011,25.1677029,86.05935924,0.5677844141,10.0,,291,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7516,30th week,Jharkhand,East Singhbhum,Chikungunya,3455,0.0,15,7,2011,22.8092139,86.2091549,0.4403591812,6.0,305.40000000000003,195,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7517,30th week,Madhya Pradesh,Betul,Chikungunya,252,0.0,5,7,2011,21.8796162,77.87568125,0.3515865295,6.0,301.2666666,181,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7518,30th week,Maharashtra,Raigad,Cholera,94,0.0,11,7,2011,18.4928092,73.13807095,1.642483647,,294.96,66,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7519,30th week,Assam,Barpeta,Acute Encephalitis Syndrome,6,1.0,22,6,2011,26.34142215,91.01674328,1.161898615,10.0,294.2733334,298,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7520,30th week,Bihar,Munger,Malaria,126,0.0,18,7,2011,25.22081165,86.51720367,0.4281015176,7.0,302.11,63,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7521,31st week,Telangana,Warangal,Acute Diarrhoeal Disease,20,0.0,2,8,2011,17.9820644,79.5970954,0.6781850556,6.0,303.3266666,255,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7522,31st week,Bihar,Aurangabad,Acute Diarrhoeal Disease,18,0.0,7,8,2011,24.786306,84.41448983,1.013879826,2.0,,62,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7523,31st week,Bihar,Aurangabad,Acute Diarrhoeal Disease,8,2.0,24,7,2011,24.786306,84.41448983,0.8185006585,10.0,,184,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7524,31st week,Bihar,Katihar,Acute Diarrhoeal Disease,19,1.0,26,7,2011,25.5591001,87.64745596,0.4385494543,8.0,302.41,177,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7525,31st week,Bihar,Munger,Malaria,46,0.0,25,7,2011,25.22081165,86.51720367,0.5757491344,10.0,,93,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7526,31st week,Bihar,Patna,Acute Diarrhoeal Disease,7,2.0,25,7,2011,25.6093239,85.1235252,0.6912540655,9.0,,168,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7527,31st week,Bihar,Sheikhpura,Acute Diarrhoeal Disease,25,1.0,28,7,2011,25.12635425,85.81510621,0.1751022572,,303.0666666,192,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7528,31st week,Chhattisgarh,Bilaspur,Acute Encephalitis Syndrome,5,4.0,21,7,2011,21.98934025,82.10996499,1.152365277,8.0,,68,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7529,31st week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,46,0.0,11,7,2011,21.98934025,82.10996499,0.6851938108,,,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7530,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,28,0.0,24,7,2011,22.0090841,82.578896,2.336366805,11.0,284.44,284,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,safe,1
7531,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,15,0.0,5,8,2011,22.0090841,82.578896,0.6284418779,,301.59000000000003,288,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7532,31st week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,41,0.0,2,8,2011,33.7368773,75.1455138,0.2492130329,20.0,295.94,285,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7533,31st week,Jammu and Kashmir,Srinagar,Acute Diarrhoeal Disease,27,0.0,29,7,2011,34.0747444,74.8204443,0.4291256851,23.0,296.8533334,212,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7534,31st week,Jharkhand,Chatra,Acute Diarrhoeal Disease,8,0.0,29,7,2011,24.20162495,84.87817692,0.2006667068,10.0,306.89,130,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7535,31st week,Haryana,Gurgaon,Acute Diarrhoeal Disease,113,0.0,1,8,2011,28.42826235,77.00270015,0.6470240605,11.0,309.42,212,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7536,31st week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,60,1.0,5,8,2011,22.13983105,78.80964495,1.206560427,,302.78000000000003,196,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7537,31st week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,25,0.0,7,8,2011,23.75,79.583333,1.235097364,2.0,,197,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7538,31st week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,9,0.0,1,8,2011,23.5225788,77.8148001,0.5058499193,5.0,300.12,149,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7539,31st week,Maharashtra,Nashik,Dengue,2,1.0,26,7,2011,20.0112475,73.7902364,0.5663983237,4.0,277.14,212,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,safe,1
7540,31st week,Maharashtra,Wardha,Chikungunya,10,1.0,25,7,2011,20.82562315,78.6131455,0.9022943216,6.0,,209,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7541,31st week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,5,1.0,1,8,2011,28.0159286,73.3171367,0.1834897667,3.0,320.2133334,171,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7542,31st week,Rajasthan,Udaipur,Acute Encephalitis Syndrome,2,0.0,28,7,2011,24.578721,73.6862571,0.3773165955,,303.49,225,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7543,31st week,Tamil Nadu,Dharmapuri,Chikungunya,118,0.0,25,7,2011,12.09680475,78.19304301,0.1487190445,5.0,,93,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7544,31st week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,16,1.0,21,7,2011,26.105546,79.42765265,1.09924818,7.0,305.52,153,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7545,31st week,Jammu and Kashmir,Ganderbal,Acute Diarrhoeal Disease,27,0.0,24,7,2011,34.1934255,74.83434977,0.1832444345,16.0,296.6166666,201,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,safe,1
7546,31st week,West Bengal,Kolkata,Cholera,78,0.0,13,7,2011,22.5666449,88.3544854,0.4891034868,5.0,301.11333340000004,110,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7547,31st week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,40,0.0,30,7,2011,15.8309251,78.0425373,0.9857051618,4.0,303.18,174,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7548,31st week,Jharkhand,West Singhbhum,Chikungunya,194,0.0,1,8,2011,22.7859232,86.1716093,0.2252366595,9.0,302.2,194,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7549,32nd week,Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,29,0.0,9,8,2011,13.2178147,79.0929361,0.06253562373,9.0,296.94,120,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7550,32nd week,Telangana,Warangal,Acute Diarrhoeal Disease,54,0.0,11,8,2011,17.9820644,79.5970954,0.05604376418,8.0,307.1,156,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7551,32nd week,Bihar,Gaya,Acute Diarrhoeal Disease,12,0.0,31,7,2011,24.7964355,85.0079563,0.4266246343,8.0,307.48,99,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7552,32nd week,Bihar,Nawada,Acute Diarrhoeal Disease,131,0.0,7,8,2011,24.818124,85.51855623,0.9674448198,3.0,,114,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7553,32nd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,29,0.0,10,8,2011,26.4207265,84.37406407,0.9320352169,8.0,,148,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7554,32nd week,Jharkhand,West Singhbhum,Chikungunya,22,0.0,5,8,2011,22.7859232,86.1716093,0.7737979318,,303.02,81,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7555,32nd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,17,0.0,9,8,2011,15.8572666,74.5069343,0.8858002696,9.0,,213,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7556,32nd week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,126,0.0,14,8,2011,23.75,79.583333,1.589959759,14.0,,190,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7557,32nd week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,12,0.0,12,8,2011,23.1156882,77.06623939,1.475803153,,,247,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7558,32nd week,Maharashtra,Jalna,Malaria,14,1.0,6,8,2011,19.91883295,75.87085986,0.4952336925,7.0,,107,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7559,32nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,29,0.0,5,8,2011,18.4928092,73.13807095,3.780674599,,,177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7560,32nd week,Odisha,Nayagarh,Acute Diarrhoeal Disease,47,0.0,1,8,2011,20.1160666,85.11195644,0.1573681732,20.0,301.616,191,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7561,32nd week,Rajasthan,Bikaner,Malaria,152,0.0,8,8,2011,28.0159286,73.3171367,0.03397795086,3.0,318.6866666,214,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7562,32nd week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,13,0.0,9,8,2011,10.3303299,78.06739791,0.3488107081,10.0,310.2,161,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7563,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,10,0.0,9,8,2011,11.2287716,78.81825555,0.05254854861,6.0,307.9533334,256,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7564,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,32,0.0,9,8,2011,11.2287716,78.81825555,0.05254854861,6.0,307.9533334,288,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,safe,1
7565,32nd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,13,0.0,5,8,2011,11.9415377,79.4861469,0.08046590516,,,117,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7566,32nd week,Tamil Nadu,Virudhunagar (Sivakasi),Acute Diarrhoeal Disease,11,0.0,11,8,2011,9.4477045,77.8000434,0.1531222646,5.0,317.78000000000003,89,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7567,32nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16,0.0,8,8,2011,25.4381302,81.8338005,1.052934161,5.0,,236,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7568,32nd week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,53,3.0,9,8,2011,28.06831165,79.04607312,0.740874916,6.0,,257,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7569,32nd week,Uttar Pradesh,Jalaun,Malaria,34,0.0,11,8,2011,26.105546,79.42765265,0.8479031731,2.0,,269,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7570,32nd week,Uttar Pradesh,Lakhimpur Kheri,Acute Diarrhoeal Disease,48,0.0,7,8,2011,27.98506015,80.75384538,1.245870313,12.0,288.9533334,193,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7571,32nd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,51,2.0,9,8,2011,25.1010477,82.62574936,1.392780375,4.0,301.96,239,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7572,32nd week,West Bengal,Bankura,Acute Diarrhoeal Disease,123,0.0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,,181,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7573,32nd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,38,0.0,20,7,2011,21.2380912,81.6336993,0.8145746186,,301.42,222,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7574,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,74,0.0,21,6,2011,22.3547468,82.7110855,2.57165078,8.0,304.86,139,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7575,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,14,0.0,11,6,2011,22.3547468,82.7110855,0.1499607163,8.0,311.99,77,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,unsafe,0
7576,32nd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12,0.0,27,7,2011,16.1853166,75.6967919,0.451196074,,306.12,145,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7577,32nd week,Maharashtra,Sholapur,Acute Diarrhoeal Disease,11,0.0,27,7,2011,17.6912883,75.8841635,0.5276004539,,307.8933334,286,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7578,32nd week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,3,1.0,20,7,2011,20.32570375,78.11691397,0.6227914222,,,243,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,safe,1
7579,33rd week,Telangana,Mahbubnagar,Dengue,42,0.0,15,8,2011,16.7434538,77.9923191,0.09568464298,8.0,303.78000000000003,80,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7580,33rd week,Telangana,Medak,Acute Diarrhoeal Disease,10,0.0,15,8,2011,17.9375095,78.21174499,0.1016172701,8.0,291.03000000000003,52,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7581,33rd week,Bihar,Aurangabad,Acute Diarrhoeal Disease,26,0.0,15,8,2011,24.786306,84.41448983,2.150123567,5.0,,295,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7582,33rd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,5,1.0,14,8,2011,26.4207265,84.37406407,0.4414749053,12.0,301.25,185,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,safe,1
7583,33rd week,Bihar,Jamui,Acute Diarrhoeal Disease,50,0.0,10,8,2011,24.96785205,86.17351147,1.838128123,4.0,,73,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7584,33rd week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,20,0.0,17,8,2011,25.1677029,86.05935924,0.8361375882,6.0,300.54,64,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7585,33rd week,Bihar,Patna,Malaria,6,1.0,8,8,2011,25.6093239,85.1235252,0.9837397667,4.0,,220,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7586,33rd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,67,0.0,8,8,2011,21.2380912,81.6336993,1.044051998,1.0,,208,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
7587,33rd week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,24,1.0,17,8,2011,24.85577805,79.04706347,0.3442415128,9.0,300.2,250,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,unsafe,0
7588,33rd week,Maharashtra,Akola,Acute Diarrhoeal Disease,17,0.0,8,8,2011,20.76181225,77.19211567,0.6330475129,5.0,,280,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,safe,1
